"Date & Time","use [kW]","gen [kW]","Register 1 [kW]","Register 2 [kW]","Register 3 [kW]","Register 4 [kW]","Register 5 [kW]","Register 6 [kW]","Register 7 [kW]","Register 8 [kW]","Register 9 [kW]","Register 10 [kW]","Register 11 [kW]","Register 12 [kW]","Solar [kW]"
2018-07-04 23:55:00,225.192253333,-1.496460000,22.312743333,8.784673333,19.983030000,32.024166667,8.612566667,20.867873333,24.103163333,11.432693333,16.310850000,23.166283333,21.363130000,16.231080000,-1.496460000
2018-07-04 23:50:00,224.729476667,-1.495390000,21.681770000,8.229363333,19.542230000,31.562980000,7.853100000,20.873516667,23.449403333,10.709680000,15.636283333,24.350086667,23.166146667,17.674916667,-1.495390000
2018-07-04 23:45:00,231.102670000,-1.490466667,24.526706667,9.840133333,21.182276667,33.083080000,9.775686667,22.242063333,23.459223333,10.756663333,15.660023333,21.513386667,22.606716667,16.456710000,-1.490466667
2018-07-04 23:40:00,227.405603333,-1.486103333,25.002536667,10.400406667,21.180736667,31.437246667,8.090246667,20.887433333,23.447583333,10.714466667,15.627450000,21.553110000,22.562713333,16.501673333,-1.486103333
2018-07-04 23:35:00,228.642353333,-1.488986667,23.658416667,9.247213333,20.017340000,30.902053333,8.556876667,20.668040000,23.661103333,10.958776667,15.706923333,23.537453333,24.079623333,17.648533333,-1.488986667
2018-07-04 23:30:00,257.702280000,-1.486473333,23.831300000,10.141780000,20.129426667,30.728773333,8.831526667,21.276133333,24.647350000,11.832643333,16.119570000,31.815430000,32.821926667,25.526420000,-1.486473333
2018-07-04 23:25:00,240.040963333,-1.491680000,24.314320000,9.803633333,20.811946667,30.885110000,8.683236667,21.134363333,24.990853333,12.367156667,16.190463333,25.488360000,26.058856667,19.312663333,-1.491680000
2018-07-04 23:20:00,225.186896667,-1.490153333,22.185260000,8.621396667,19.721103333,29.982566667,7.754056667,20.592140000,25.252043333,12.295436667,16.027490000,23.948940000,22.662400000,16.144063333,-1.490153333
2018-07-04 23:15:00,223.146393333,-1.488086667,23.292020000,9.338326667,20.370720000,30.165993333,8.057093333,20.489036667,24.721366667,11.938580000,15.689933333,24.904523333,19.319303333,14.859496667,-1.488086667
2018-07-04 23:10:00,225.255413333,-1.486826667,23.808193333,9.489990000,21.111376667,30.108200000,8.477863333,20.670100000,24.359860000,11.801093333,15.564036667,24.380513333,20.195393333,15.288793333,-1.486826667
2018-07-04 23:05:00,226.440190000,-1.487233333,23.605780000,10.329086667,21.281920000,29.908206667,8.483666667,20.480673333,24.396876667,11.872350000,15.610853333,23.814103333,20.585503333,16.071170000,-1.487233333
