"Date & Time","use [kW]","gen [kW]","Register 1 [kW]","Register 2 [kW]","Register 3 [kW]","Register 4 [kW]","Register 5 [kW]","Register 6 [kW]","Register 7 [kW]","Register 8 [kW]","Register 9 [kW]","Register 10 [kW]","Register 11 [kW]","Register 12 [kW]","Solar [kW]"
2018-12-25 23:55:00,198.419666667,-1.722206667,16.889486667,4.511993333,15.238646667,29.611680000,5.752833333,21.141943333,21.769033333,8.022366667,13.847713333,22.609933333,22.204346667,16.819690000,-1.722206667
2018-12-25 23:50:00,200.064403333,-1.722993333,17.884650000,5.161893333,15.989406667,29.246280000,5.393553333,20.805326667,21.126853333,7.872160000,14.310220000,23.104173333,21.769483333,17.400403333,-1.722993333
2018-12-25 23:45:00,187.255870000,-1.721570000,18.065633333,5.247700000,16.180270000,29.115363333,5.233210000,20.674766667,20.983423333,7.754066667,13.849900000,18.955223333,17.743983333,13.452330000,-1.721570000
2018-12-25 23:40:00,185.276393333,-1.723543333,16.968980000,4.129356667,15.236873333,29.237746667,5.705740000,20.855083333,21.029723333,7.754583333,13.876853333,19.114100000,17.803220000,13.564133333,-1.723543333
2018-12-25 23:35:00,190.433030000,-1.723580000,17.186693333,4.141776667,15.380320000,28.670030000,5.818203333,20.648730000,21.429933333,7.971366667,14.024526667,20.880696667,19.459863333,14.820890000,-1.723580000
2018-12-25 23:30:00,196.664706667,-1.717420000,17.055026667,4.068003333,15.506800000,28.424320000,5.354076667,20.778003333,22.490803333,8.306280000,14.652180000,22.513890000,21.194356667,16.320966667,-1.717420000
2018-12-25 23:25:00,197.804803333,-1.718400000,18.036506667,4.159270000,15.828733333,28.367240000,4.867616667,20.787160000,22.284273333,8.115933333,14.114190000,23.140186667,21.385606667,16.718086667,-1.718400000
2018-12-25 23:20:00,192.576706667,-1.714386667,18.639693333,4.902350000,15.901926667,28.451660000,4.962786667,20.849626667,22.561326667,8.728886667,14.320590000,20.553470000,18.485753333,14.218636667,-1.714386667
2018-12-25 23:15:00,204.994480000,-1.718100000,18.703540000,4.973793333,15.745406667,28.466160000,4.994800000,20.805156667,22.652396667,8.932863333,14.249943333,22.846076667,24.590330000,18.034013333,-1.718100000
2018-12-25 23:10:00,206.232750000,-1.724030000,19.213380000,4.556736667,15.810396667,28.470723333,5.457823333,20.921050000,22.880836667,9.362203333,14.226863333,21.157643333,27.178103333,16.996990000,-1.724030000
2018-12-25 23:05:00,208.052623333,-1.736630000,18.559003333,4.298200000,15.903486667,28.644613333,5.888146667,21.033676667,22.419766667,9.258353333,14.194306667,22.321296667,27.094333333,18.437440000,-1.736630000
2018-12-25 23:00:00,204.196543333,-1.737853333,18.607036667,4.622950000,16.160443333,28.404790000,5.552496667,20.746736667,22.188423333,8.940080000,13.904893333,22.864726667,23.927333333,18.276633333,-1.737853333
2018-12-25 22:55:00,204.454053333,-1.746680000,21.983540000,8.425630000,19.866063333,28.866170000,5.304016667,21.009933333,22.206640000,8.902056667,14.207276667,20.462866667,18.806840000,14.413020000,-1.746680000
2018-12-25 22:50:00,205.505316667,-1.739790000,19.261976667,6.190420000,17.722190000,29.541330000,5.366143333,21.113193333,22.430383333,8.950186667,14.304406667,22.638733333,21.184883333,16.801470000,-1.739790000
2018-12-25 22:45:00,208.801283333,-1.735386667,18.186126667,5.192963333,16.361573333,29.409470000,5.328606667,21.049496667,21.990503333,8.570433333,13.967053333,25.294280000,23.640323333,19.810453333,-1.735386667
2018-12-25 22:40:00,195.764270000,-1.737070000,17.546526667,4.613073333,15.606236667,29.565083333,5.778910000,21.119090000,21.147963333,7.724440000,13.955276667,21.921156667,20.525650000,16.260863333,-1.737070000
2018-12-25 22:35:00,196.355250000,-1.737443333,17.087556667,4.125766667,15.589310000,29.539436667,5.854116667,21.010116667,21.326040000,7.886996667,14.387680000,22.257003333,20.601350000,16.689876667,-1.737443333
2018-12-25 22:30:00,190.278360000,-1.734593333,17.397446667,4.152126667,15.583833333,29.486060000,5.765283333,20.961150000,21.320443333,7.900563333,14.015973333,19.918596667,19.623350000,14.153533333,-1.734593333
2018-12-25 22:25:00,185.240096667,-1.733863333,17.087423333,4.144296667,15.410690000,29.019376667,5.205566667,20.782740000,21.148820000,7.737363333,13.937190000,19.249623333,17.998103333,13.518903333,-1.733863333
2018-12-25 22:20:00,185.757326667,-1.733440000,17.354066667,4.219366667,15.488800000,28.002230000,5.072153333,20.622296667,21.116790000,7.745670000,13.935376667,19.797380000,18.190776667,14.212420000,-1.733440000
2018-12-25 22:15:00,202.141553333,-1.734203333,18.522083333,4.539820000,15.683143333,28.247740000,5.362490000,20.905926667,21.255510000,7.854933333,14.424783333,24.266553333,22.338206667,18.740363333,-1.734203333
2018-12-25 22:10:00,212.120490000,-1.732993333,18.479986667,4.934806667,15.521940000,28.541283333,5.997276667,21.179586667,21.138163333,7.718530000,13.951873333,26.150330000,24.399780000,24.106933333,-1.732993333
2018-12-25 22:05:00,196.123206667,-1.734760000,19.061303333,5.254800000,15.810413333,28.190036667,5.719456667,20.788846667,21.136203333,7.735880000,13.956463333,22.080476667,20.228470000,16.160856667,-1.734760000
2018-12-25 22:00:00,187.672486667,-1.723363333,18.240973333,4.498386667,15.656313333,28.094366667,5.531083333,20.788710000,21.807863333,8.420143333,14.006103333,19.500583333,17.587930000,13.540030000,-1.723363333
2018-12-25 21:55:00,191.926423333,-1.726276667,18.617456667,4.489663333,15.750213333,28.080236667,5.221426667,20.796286667,22.249836667,8.893966667,14.402660000,20.062123333,19.202906667,14.159646667,-1.726276667
2018-12-25 21:50:00,203.817846667,-1.721103333,21.807003333,8.303486667,19.432286667,28.114833333,5.314533333,20.785263333,22.113456667,8.791770000,13.930693333,20.743260000,19.788000000,14.693260000,-1.721103333
2018-12-25 21:45:00,203.668306667,-1.712316667,20.294273333,7.680363333,18.827010000,28.544736667,5.479053333,20.968920000,22.129930000,8.795276667,13.929026667,21.062193333,20.417560000,15.539963333,-1.712316667
2018-12-25 21:40:00,203.864840000,-1.709733333,18.378143333,4.582136667,15.528833333,29.430273333,6.037756667,21.080423333,22.068416667,8.825660000,13.894090000,23.409696667,23.046163333,17.583246667,-1.709733333
2018-12-25 21:35:00,199.460776667,-1.715253333,19.218240000,5.652876667,15.553150000,29.324966667,6.039896667,21.025150000,22.345346667,9.082623333,14.324710000,20.226200000,22.471573333,14.196043333,-1.715253333
2018-12-25 21:30:00,195.398546667,-1.717176667,19.398666667,5.860753333,15.524200000,29.417293333,6.040690000,21.194976667,22.365080000,8.856206667,14.282460000,19.991226667,18.605020000,13.861973333,-1.717176667
