"Date & Time","use [kW]","gen [kW]","Register 1 [kW]","Register 2 [kW]","Register 3 [kW]","Register 4 [kW]","Register 5 [kW]","Register 6 [kW]","Register 7 [kW]","Register 8 [kW]","Register 9 [kW]","Register 10 [kW]","Register 11 [kW]","Register 12 [kW]","Solar [kW]"
2019-02-20 23:55:00,221.893360000,-1.762660000,20.319766667,3.816653333,17.866103333,29.822346667,6.247363333,23.627420000,27.033010000,10.484936667,15.732603333,25.022140000,24.210873333,17.710143333,-1.762660000
2019-02-20 23:50:00,217.797970000,-1.763193333,20.293713333,3.936090000,17.941736667,30.113986667,7.153270000,24.269743333,28.233353333,11.589956667,16.117496667,22.170460000,20.773886667,15.204276667,-1.763193333
2019-02-20 23:45:00,219.157426667,-1.755973333,20.245150000,3.896213333,17.941523333,29.971900000,7.326573333,24.245573333,28.090953333,11.122263333,15.810620000,22.785363333,21.935090000,15.786203333,-1.755973333
2019-02-20 23:40:00,223.466666667,-1.763263333,20.205490000,3.888616667,17.989346667,30.052250000,6.999430000,24.230393333,28.296850000,11.083043333,16.040136667,23.102330000,23.766513333,17.812266667,-1.763263333
2019-02-20 23:35:00,236.041573333,-1.759453333,22.404456667,7.429790000,21.040083333,30.476020000,6.905890000,24.479193333,27.854740000,11.587076667,16.273530000,24.529383333,24.330826667,18.730583333,-1.759453333
2019-02-20 23:30:00,233.873126667,-1.755473333,21.663466667,6.381603333,19.976970000,31.205360000,7.049026667,24.593983333,27.624086667,10.616000000,15.860943333,24.711063333,25.162543333,19.028080000,-1.755473333
2019-02-20 23:25:00,226.083493333,-1.750680000,21.108780000,6.311640000,19.825356667,31.593363333,7.528290000,25.004073333,27.187420000,10.185303333,16.284690000,22.659980000,21.819310000,16.575286667,-1.750680000
2019-02-20 23:20:00,238.220793333,-1.753163333,22.075216667,7.130496667,20.729943333,31.434380000,7.618696667,24.849126667,27.066396667,10.553536667,16.149840000,25.420120000,25.601223333,19.591816667,-1.753163333
2019-02-20 23:15:00,223.478220000,-1.756060000,19.006636667,3.527303333,17.437293333,31.370573333,7.690816667,24.694403333,26.957173333,10.097193333,15.698613333,24.058093333,24.408453333,18.531666667,-1.756060000
2019-02-20 23:10:00,221.077993333,-1.754263333,20.280710000,3.785973333,17.712526667,31.192020000,7.592903333,24.580386667,27.847226667,10.554293333,16.539773333,21.281183333,21.440453333,18.270543333,-1.754263333
2019-02-20 23:05:00,214.621446667,-1.750156667,19.917576667,3.914960000,17.716793333,30.890113333,7.032993333,24.462933333,27.412816667,10.325010000,15.934940000,20.524540000,20.390736667,16.098033333,-1.750156667
2019-02-20 23:00:00,220.400886667,-1.750030000,21.298776667,5.217920000,18.832620000,29.340100000,6.341946667,23.758943333,27.291336667,10.223376667,15.726103333,22.283793333,22.946983333,17.138986667,-1.750030000
2019-02-20 22:55:00,221.741776667,-1.752333333,20.128590000,3.896533333,17.804966667,29.841916667,6.283183333,23.735750000,27.543073333,10.678866667,16.522116667,23.044440000,24.062116667,18.200223333,-1.752333333
2019-02-20 22:50:00,215.538166667,-1.749623333,20.264910000,4.425053333,18.129043333,29.767623333,6.346300000,23.585016667,27.136236667,10.237146667,15.699840000,21.335030000,22.335193333,16.276773333,-1.749623333
2019-02-20 22:45:00,222.273086667,-1.750636667,19.912236667,3.856396667,17.759866667,29.855036667,6.790376667,23.748156667,27.671496667,11.138120000,15.921200000,23.460523333,23.898836667,18.260840000,-1.750636667
2019-02-20 22:40:00,225.186960000,-1.752323333,19.728840000,3.967820000,17.648743333,29.821396667,6.817683333,23.775596667,28.562020000,11.830173333,16.541770000,23.715620000,24.095500000,18.681796667,-1.752323333
2019-02-20 22:35:00,227.961753333,-1.754726667,20.840456667,5.326023333,18.731623333,29.808843333,6.310340000,23.710220000,28.905046667,11.504966667,15.934280000,24.060756667,24.289783333,18.539413333,-1.754726667
2019-02-20 22:30:00,214.969910000,-1.749746667,19.333546667,4.131256667,17.629080000,30.168256667,6.723320000,24.063203333,28.707963333,11.535920000,15.885640000,20.590813333,20.982523333,15.218386667,-1.749746667
2019-02-20 22:25:00,214.428010000,-1.745513333,19.086296667,3.938550000,17.325740000,29.413856667,6.424113333,23.681586667,28.975330000,11.544393333,16.160493333,20.860190000,21.289480000,15.727980000,-1.745513333
2019-02-20 22:20:00,219.704176667,-1.750930000,19.212806667,3.790010000,17.404393333,30.125270000,6.879816667,24.029373333,28.828546667,11.307426667,15.767680000,23.300983333,22.101393333,16.956476667,-1.750930000
2019-02-20 22:15:00,235.736266667,-1.755406667,18.763736667,3.583940000,17.450266667,30.294633333,7.346450000,24.040256667,27.973963333,11.159900000,16.093623333,29.502936667,27.523066667,22.003493333,-1.755406667
2019-02-20 22:10:00,212.997083333,-1.757840000,18.764500000,3.457540000,17.452330000,30.418250000,7.435580000,24.184236667,27.624656667,10.276690000,15.908996667,21.280653333,20.614290000,15.579360000,-1.757840000
2019-02-20 22:05:00,221.377173333,-1.756566667,22.052730000,6.483936667,19.972363333,30.414453333,6.932180000,24.197796667,27.404286667,10.263946667,15.908026667,21.452006667,20.958643333,15.336803333,-1.756566667
2019-02-20 22:00:00,220.805353333,-1.757576667,21.734240000,5.589943333,18.701330000,30.382910000,6.693513333,24.117146667,27.177950000,10.720473333,16.222693333,22.060450000,21.232170000,16.172533333,-1.757576667
2019-02-20 21:55:00,231.197340000,-1.752980000,22.625493333,5.728603333,18.629893333,30.309880000,6.745150000,24.135056667,27.384840000,10.408743333,16.081670000,23.659383333,25.785620000,19.703006667,-1.752980000
2019-02-20 21:50:00,261.368520000,-1.752926667,21.996823333,6.039376667,18.250350000,29.582390000,6.570033333,23.870130000,27.363020000,11.253176667,16.171986667,34.757510000,36.391793333,29.121930000,-1.752926667
2019-02-20 21:45:00,231.718146667,-1.757156667,20.475766667,4.653470000,17.543833333,29.149886667,7.158846667,23.940816667,27.161893333,11.726170000,16.303466667,25.341103333,28.167600000,20.095293333,-1.757156667
2019-02-20 21:40:00,232.434796667,-1.752140000,20.612756667,4.386603333,17.557400000,29.181600000,7.294653333,23.941906667,26.499296667,10.822710000,15.719603333,26.497333333,30.057963333,19.862970000,-1.752140000
2019-02-20 21:35:00,228.274883333,-1.749033333,20.669393333,4.458336667,17.659330000,28.832910000,6.752340000,23.667586667,26.615163333,11.017423333,16.190480000,25.472093333,27.034593333,19.905233333,-1.749033333
2019-02-20 21:30:00,235.971860000,-1.745610000,20.301486667,4.435810000,17.580383333,28.771103333,6.514290000,23.654320000,26.986980000,11.772546667,15.706170000,26.836946667,27.362540000,26.049283333,-1.745610000
2019-02-20 21:25:00,235.320723333,-1.744366667,20.687380000,4.694243333,17.552523333,28.714953333,6.619626667,23.700680000,27.567836667,12.211813333,15.897973333,26.650680000,26.506303333,24.516710000,-1.744366667
2019-02-20 21:20:00,231.029836667,-1.742230000,19.646663333,4.507506667,17.250976667,28.890756667,6.661806667,23.779570000,27.867900000,12.593746667,16.662226667,26.053106667,24.425903333,22.689673333,-1.742230000
2019-02-20 21:15:00,230.581690000,-1.747990000,19.238576667,4.044086667,17.318253333,29.093933333,6.971896667,23.785670000,27.209153333,11.982960000,15.730036667,27.326766667,26.893596667,20.986760000,-1.747990000
2019-02-20 21:10:00,242.563610000,-1.743153333,18.657463333,3.683936667,17.193336667,29.399376667,7.347446667,23.962020000,27.139170000,11.136270000,15.593850000,31.762693333,31.083396667,25.604650000,-1.743153333
2019-02-20 21:05:00,213.564186667,-1.732383333,18.976740000,4.189966667,17.170910000,30.489740000,7.235436667,24.017036667,27.578613333,11.491496667,16.441783333,20.884360000,20.369790000,14.718313333,-1.732383333
2019-02-20 21:00:00,218.579430000,-1.734403333,21.022266667,6.538766667,19.721296667,30.432413333,6.866810000,23.938036667,26.626770000,10.490870000,15.643846667,20.997190000,21.087326667,15.213836667,-1.734403333
2019-02-20 20:55:00,226.719870000,-1.729913333,20.443506667,5.875183333,19.158233333,30.575200000,7.039173333,24.136140000,26.181973333,10.120893333,15.845623333,23.165226667,26.485046667,17.693670000,-1.729913333
2019-02-20 20:50:00,223.030316667,-1.727276667,18.873436667,3.862886667,17.188723333,31.351446667,8.065460000,25.127560000,26.545433333,10.216280000,16.392573333,23.191230000,24.348926667,17.866360000,-1.727276667
2019-02-20 20:45:00,225.944600000,-1.730730000,21.016290000,5.350980000,18.640036667,30.429266667,7.113650000,24.096833333,26.541176667,9.895333333,15.647926667,24.274873333,24.421590000,18.516643333,-1.730730000
2019-02-20 20:40:00,225.172293333,-1.726433333,20.162823333,4.450570000,17.843060000,30.455503333,7.424090000,24.054980000,26.730733333,10.588726667,16.000080000,24.390866667,24.745860000,18.325000000,-1.726433333
2019-02-20 20:35:00,225.891573333,-1.728753333,20.560133333,4.635123333,17.968776667,29.248390000,7.113460000,23.853636667,27.122736667,10.380046667,16.018410000,24.955853333,25.196730000,18.838276667,-1.728753333
2019-02-20 20:30:00,260.417980000,-1.726906667,20.372613333,4.590120000,17.527920000,29.047060000,6.585326667,23.797620000,26.830993333,10.269110000,15.543940000,37.405183333,37.140973333,31.307120000,-1.726906667
2019-02-20 20:25:00,252.328570000,-1.732856667,20.331710000,4.703930000,17.554920000,29.370300000,6.740683333,24.043840000,26.734926667,10.701813333,15.926230000,34.297776667,33.994113333,27.928326667,-1.732856667
2019-02-20 20:20:00,227.192950000,-1.728833333,20.508360000,4.986230000,17.605663333,29.413323333,6.725243333,24.137656667,27.342050000,10.391523333,15.940563333,25.723990000,25.138516667,19.279830000,-1.728833333
2019-02-20 20:15:00,229.718840000,-1.731546667,19.321300000,4.435703333,17.254586667,29.616776667,6.890396667,24.376240000,27.928196667,11.384253333,15.875573333,25.094483333,25.358273333,22.183056667,-1.731546667
2019-02-20 20:10:00,234.281303333,-1.729900000,19.436076667,4.366790000,17.314486667,29.677763333,7.281150000,24.447826667,28.394506667,11.711166667,15.852566667,26.937600000,27.319383333,21.541986667,-1.729900000
2019-02-20 20:05:00,238.717123333,-1.734023333,19.190166667,4.326920000,17.243026667,30.238850000,7.572903333,24.961003333,28.459786667,11.197806667,15.992403333,28.648523333,28.487103333,22.398630000,-1.734023333
2019-02-20 20:00:00,227.839263333,-1.742356667,19.591633333,4.908040000,17.739483333,30.494020000,6.739060000,25.175883333,28.167793333,11.449886667,16.019320000,24.818603333,24.453500000,18.282040000,-1.742356667
2019-02-20 19:55:00,238.656906667,-1.738673333,22.142740000,7.546893333,20.353133333,31.124690000,6.734303333,25.355893333,27.637533333,10.523443333,15.017786667,27.188633333,25.774790000,19.257066667,-1.738673333
2019-02-20 19:50:00,236.334410000,-1.737763333,19.370473333,4.742653333,17.627290000,32.108803333,6.721220000,25.423560000,27.821130000,10.506876667,15.320756667,28.376133333,27.384840000,20.930673333,-1.737763333
2019-02-20 19:45:00,240.678696667,-1.738106667,19.281860000,4.578993333,16.971603333,32.138203333,6.772610000,25.432800000,27.596463333,11.358090000,16.126866667,29.637536667,28.794370000,21.989300000,-1.738106667
2019-02-20 19:40:00,243.976136667,-1.741643333,20.086636667,5.337786667,17.277660000,32.233223333,7.375210000,25.553143333,27.029983333,10.310170000,15.432120000,31.001826667,29.507026667,22.831350000,-1.741643333
2019-02-20 19:35:00,237.504753333,-1.739046667,21.874350000,6.299620000,19.015606667,32.188553333,7.350690000,25.675146667,27.143916667,10.445453333,15.788283333,26.767930000,25.919426667,19.035776667,-1.739046667
2019-02-20 19:30:00,241.616736667,-1.738776667,20.727600000,5.032123333,17.525143333,32.676256667,7.723956667,26.328440000,27.811676667,10.663293333,15.603876667,28.975823333,27.565833333,20.982713333,-1.738776667
2019-02-20 19:25:00,238.305216667,-1.741423333,20.338716667,4.906576667,17.392706667,31.461553333,6.836636667,25.592066667,27.578756667,10.530330000,15.329146667,29.639806667,27.657450000,21.041470000,-1.741423333
2019-02-20 19:20:00,237.140016667,-1.741890000,20.466320000,4.790916667,17.477203333,30.834396667,6.658890000,25.309316667,27.660146667,11.288670000,15.928553333,28.620806667,27.675730000,20.429066667,-1.741890000
2019-02-20 19:15:00,232.645763333,-1.737896667,21.149636667,5.608726667,18.108410000,31.021723333,7.050553333,25.654206667,27.646423333,10.760740000,15.449580000,26.718630000,25.112790000,18.364343333,-1.737896667
2019-02-20 19:10:00,238.910286667,-1.738430000,22.024800000,6.055086667,18.071780000,30.769713333,7.235410000,25.378450000,27.475316667,10.986946667,15.413286667,28.753883333,26.673686667,20.071926667,-1.738430000
2019-02-20 19:05:00,242.130673333,-1.735553333,21.293203333,5.612453333,17.730023333,31.402696667,7.749623333,25.884176667,27.862943333,11.388836667,16.012036667,27.613096667,27.858356667,21.723226667,-1.735553333
2019-02-20 19:00:00,260.984180000,-1.733736667,24.838480000,9.697103333,21.179803333,31.461430000,7.635186667,26.097176667,27.933146667,11.336753333,15.432460000,30.514210000,30.413490000,24.444940000,-1.733736667
2019-02-20 18:55:00,244.832853333,-1.737550000,20.911426667,5.774120000,16.878660000,31.262676667,7.319253333,25.893556667,27.616583333,11.838330000,15.561320000,28.260130000,31.340303333,22.176493333,-1.737550000
2019-02-20 18:50:00,235.791150000,-1.735146667,21.500596667,6.183090000,18.110090000,30.672800000,6.517073333,25.177216667,27.728620000,11.517173333,15.389336667,25.324886667,28.977503333,18.692763333,-1.735146667
2019-02-20 18:45:00,244.358066667,-1.731683333,21.316623333,6.161640000,18.339603333,31.198330000,6.679160000,25.283603333,27.913726667,11.623533333,15.557660000,29.506073333,29.245680000,21.532433333,-1.731683333
2019-02-20 18:40:00,245.382796667,-1.733456667,18.895746667,4.498473333,17.313993333,32.028116667,7.455550000,25.534056667,27.623456667,12.037620000,15.511260000,31.374850000,29.698446667,23.411226667,-1.733456667
2019-02-20 18:35:00,243.822206667,-1.730176667,19.974343333,5.636910000,18.241050000,35.015810000,10.544600000,26.464796667,27.818173333,11.461013333,15.337843333,27.105540000,26.634110000,19.588016667,-1.730176667
2019-02-20 18:30:00,242.834026667,-1.730440000,21.119690000,4.981893333,18.472303333,35.179563333,10.305386667,25.650386667,27.309320000,11.332320000,16.067203333,26.244550000,26.203430000,19.967980000,-1.730440000
2019-02-20 18:25:00,241.288136667,-1.726970000,20.704160000,4.122803333,17.134463333,35.137690000,9.837713333,25.523023333,26.646843333,10.402626667,15.164600000,27.293406667,27.581983333,21.738823333,-1.726970000
2019-02-20 18:20:00,229.302013333,-1.693960000,19.526823333,3.448693333,15.780443333,33.779710000,8.734700000,24.268586667,24.567003333,8.367470000,14.260843333,27.185916667,27.186473333,22.195350000,-1.693960000
2019-02-20 18:15:00,223.965136667,-1.420910000,19.372183333,3.819000000,16.857156667,33.288366667,8.857300000,24.034106667,24.112623333,7.687473333,13.923056667,26.723266667,25.356136667,19.934466667,-1.420910000
2019-02-20 18:10:00,227.210573333,-0.842450000,21.409760000,6.797173333,20.527410000,31.223980000,8.231590000,22.504920000,24.018423333,7.706976667,13.545450000,26.040383333,24.962246667,20.242260000,-0.842450000
