Date & Time,use [kW],gen [kW],Register 1 [kW],Register 2 [kW],Register 3 [kW],Register 4 [kW],Register 5 [kW],Register 6 [kW],Register 7 [kW],Register 8 [kW],Register 9 [kW],Register 10 [kW],Register 11 [kW],Register 12 [kW],Solar [kW]
3/26/2019 23:55,239.8989667,-1.509453333,18.33374,4.913943333,16.19453,34.50840333,10.71978333,22.32184667,22.39697667,21.26499667,13.49103,25.11584667,30.97799333,19.65987667,-1.509453333
3/26/2019 23:50,253.9295767,-1.551286667,21.88068333,8.139526667,18.90291667,36.81813333,13.36642667,25.33058333,22.21113333,21.24151667,13.32392667,23.81746,30.85291333,18.04435667,-1.551286667
3/26/2019 23:45,249.15726,-1.55294,19.83474667,4.7018,15.37757667,37.59767333,14.80884333,26.00165,22.48087333,21.31947333,13.30134333,24.83157,29.66445,19.23726,-1.55294
3/26/2019 23:40,262.7333433,-1.547453333,19.82832667,4.958076667,15.38955,37.78267,15.14812,26.01424667,24.35862667,23.28115333,14.78464667,29.70506,28.99093,22.49193667,-1.547453333
3/26/2019 23:35,240.83292,-1.560193333,19.78927,5.13578,15.37233333,35.75872667,12.58778,24.24333667,23.49649,22.26054667,13.35777,25.43767,25.01482667,18.37839,-1.560193333
3/26/2019 23:30,231.8662767,-1.569986667,18.48793667,4.30571,15.95176333,36.11367667,10.98847667,23.41553333,25.04795,23.23015667,14.75048333,23.48162667,23.11749333,12.97547,-1.569986667
3/26/2019 23:25,243.6901967,-1.563586667,17.82340667,4.479596667,16.03326667,36.20846667,11.03414667,23.26700333,27.76444,25.84578,17.65919,25.01909333,24.76577333,13.79003333,-1.563586667
3/26/2019 23:20,243.3258033,-1.570916667,17.63322333,4.489573333,15.96905667,36.04792,11.10601,23.36773667,26.81209667,24.89240333,16.63152667,26.23153333,25.32959667,14.81512667,-1.570916667
3/26/2019 23:15,241.3787833,-1.57101,17.53333667,4.540866667,16.07869667,35.78864667,11.28795,23.17702333,24.73404,23.13081333,14.59127667,27.81325333,26.68898,16.0139,-1.57101
3/26/2019 23:10,230.5903233,-1.56803,17.12041333,4.784183333,16.32636,35.81270333,11.51529333,23.11694,24.40786667,23.06826,14.75538667,23.58555,23.56489,12.53247667,-1.56803
3/26/2019 23:05,232.7491333,-1.56628,18.58566333,6.62843,17.65474333,35.83016,11.61781,23.13386,22.61154,21.68580667,13.58929333,24.01101667,24.35723333,13.04357667,-1.56628
3/26/2019 23:00,240.22161,-1.56116,20.55283333,8.534616667,19.22749333,34.62259667,10.73510667,22.90248667,22.37528,21.57325333,13.39284333,25.71748333,25.71496,14.87265667,-1.56116
3/26/2019 22:55,239.2955,-1.5557,18.29785333,5.23985,16.33878333,34.80155,10.70652333,23.06531333,23.29637667,22.17149,14.19838,28.21302667,27.11552667,15.85082667,-1.5557
3/26/2019 22:50,238.6208867,-1.549586667,18.67062667,4.91466,16.61445667,37.30241333,13.24734333,25.53827,23.58845333,22.37916,14.19080667,25.55778,24.06180667,12.55511,-1.549586667
3/26/2019 22:45,245.7944433,-1.552743333,18.78595667,4.951226667,16.91909333,38.33127333,14.66269333,26.75691333,22.92167333,21.49590667,13.58669333,27.24213,25.74531667,14.39556667,-1.552743333
3/26/2019 22:40,249.1235433,-1.550376667,18.50216333,5.021363333,16.63405667,38.31974667,14.79668667,26.85235,23.73731333,22.60040333,13.56848667,27.6663,26.52415667,14.90051667,-1.550376667
3/26/2019 22:35,251.39614,-1.55169,18.65069,5.09689,17.03112,37.78831667,13.95907667,25.65561333,24.92674,23.98420667,14.79420667,27.08264,26.57554,15.8511,-1.55169
3/26/2019 22:30,239.6315467,-1.542453333,18.58977,5.352703333,16.74419,35.34807333,10.85044333,23.01412333,23.22784333,22.52990333,13.51196333,27.11555,27.04026333,16.30672,-1.542453333
3/26/2019 22:25,235.3702667,-1.53694,18.14443667,5.466773333,16.54362,35.06522,10.73153,22.95433333,23.29027667,22.70912,13.47380333,24.76249333,24.72962333,17.49903667,-1.53694
3/26/2019 22:20,246.9707733,-1.543836667,17.52670333,4.952643333,16.54234,36.62439,11.20258,23.57769667,24.70528,24.15724667,14.84964,26.83106,26.429,19.57219333,-1.543836667
3/26/2019 22:15,249.4891967,-1.544096667,19.96114333,7.984303333,19.46089333,36.75308333,11.69911333,23.44562667,23.20396333,22.50062,13.51785667,26.30175667,25.81602667,18.84481,-1.544096667
3/26/2019 22:10,243.7030667,-1.539653333,19.24243667,6.8954,18.36932,36.06301333,11.65914,23.42378,22.32961,21.31192,13.52571,27.76302667,24.83078,18.28893,-1.539653333
3/26/2019 22:05,235.3019933,-1.542196667,17.79023667,4.684963333,16.60234667,36.06048667,11.82880333,23.73885,23.53170667,22.62586,15.01343333,23.59422333,23.31068667,16.52039667,-1.542196667
3/26/2019 22:00,239.61254,-1.55326,19.05023,5.594216667,17.31233,35.97652667,11.18534,23.43169,22.18401333,21.34470333,13.66026,26.31475,26.19183333,17.36664667,-1.55326
3/26/2019 21:55,239.6550267,-1.556463333,18.49162,5.609463333,16.64924667,35.95665667,11.34834,23.40953667,22.37950667,21.51022333,13.71541,27.27471,27.25652667,16.05378667,-1.556463333
3/26/2019 21:50,237.0135233,-1.553266667,18.34656333,5.298493333,16.78236333,36.46936333,12.64913667,24.85901667,23.90594333,23.16349667,15.36531667,23.97864667,23.48281667,12.71236667,-1.553266667
3/26/2019 21:45,242.5291033,-1.55649,18.40054,5.152336667,16.69099333,38.31528333,15.17148667,27.08790333,23.34649667,22.52583,13.97325,24.35761,23.97346667,13.53390667,-1.55649
3/26/2019 21:40,245.54649,-1.558373333,18.56032667,5.305436667,16.53639333,38.43105,15.40846333,27.09427,23.40069333,22.44252333,13.91444,24.96827667,25.02484333,14.45977333,-1.558373333
3/26/2019 21:35,247.27148,-1.555456667,18.41412333,5.044256667,16.50085333,37.01014,13.82433333,25.87758,24.02263333,22.90592,14.46707667,26.44401,26.69440667,16.06614667,-1.555456667
3/26/2019 21:30,237.4039933,-1.55283,19.70193333,6.999263333,18.17227,34.39133333,10.76785667,23.17138667,24.67327333,23.53928333,14.88573667,23.92376,24.21958333,12.95831333,-1.55283
3/26/2019 21:25,236.7619467,-1.55287,20.19647,8.199283333,19.49942,34.62955333,10.99745667,23.15777,23.80912667,22.38560667,13.90354,23.75548667,23.33448667,12.89374667,-1.55287
3/26/2019 21:20,252.7780033,-1.554146667,17.89249,5.797976667,16.48570333,34.49742333,10.90365333,23.06273,26.20739,24.61123,16.63537,29.18238667,29.01168333,18.48996667,-1.554146667
3/26/2019 21:15,251.0301267,-1.544776667,18.54291,5.66607,16.28677667,35.43101333,11.49873333,23.38519333,26.95454667,25.35389333,18.18319,25.69699,27.73649333,16.29431667,-1.544776667
3/26/2019 21:10,240.0851333,-1.54663,18.28660333,5.03135,16.13452,36.43156,11.78057333,23.43952333,25.84855333,24.16022333,17.26154667,22.43926,25.65054667,13.62087333,-1.54663
3/26/2019 21:05,243.3478733,-1.54706,20.03996333,6.386006667,16.90190667,36.59014,11.88672333,23.47928667,22.75511333,21.41752,14.03670333,24.24943,30.71994333,14.88513667,-1.54706
3/26/2019 21:00,253.3274733,-1.54417,20.63516333,6.827273333,17.3229,36.14407667,11.11122333,23.46508,24.1215,22.91153,15.36972667,27.96360667,30.27513667,17.18025667,-1.54417
3/26/2019 20:55,249.9319867,-1.54723,21.01761667,7.782206667,17.46062,36.53675,11.5947,23.86574667,23.52997667,22.90186667,14.04155667,28.38971,27.06855667,15.74268,-1.54723
3/26/2019 20:50,251.4333967,-1.545663333,22.62094,7.891036667,17.85408333,39.57401667,14.74191667,26.89905667,23.11329667,22.88316333,13.87516667,25.30150667,24.06056333,12.61865,-1.545663333
3/26/2019 20:45,264.10084,-1.545076667,22.42375333,9.934646667,20.35963333,39.61237667,15.69221333,27.36716333,24.29118667,24.26724333,15.24473667,24.74420333,23.81537,16.34831333,-1.545076667
3/26/2019 20:40,262.16341,-1.540956667,20.19679667,8.27621,19.01025667,38.20105,15.31963,26.90732333,22.97487,22.49413667,13.84138667,26.41813,29.15958,19.36404,-1.540956667
3/26/2019 20:35,248.7023633,-1.548223333,17.44403333,4.908073333,16.45310333,35.27303,12.51119,23.93819333,22.87130667,22.49136667,13.77457667,27.40779667,31.59343,20.03626333,-1.548223333
3/26/2019 20:30,243.6788167,-1.536123333,17.73683333,5.47656,16.45022333,34.81518667,11.67388,23.14444333,23.50376667,23.24985333,14.83155,26.10493667,29.01191,17.67967333,-1.536123333
3/26/2019 20:25,278.22828,-1.53294,18.72028667,6.53693,17.41379667,34.79059667,11.96554333,23.60717,34.94899667,35.525,28.42293,25.99382333,24.39024667,15.91296,-1.53294
