"Date & Time","use [kW]","gen [kW]","Register 1 [kW]","Register 2 [kW]","Register 3 [kW]","Register 4 [kW]","Register 5 [kW]","Register 6 [kW]","Register 7 [kW]","Register 8 [kW]","Register 9 [kW]","Register 10 [kW]","Register 11 [kW]","Register 12 [kW]","Solar [kW]"
2018-06-14 21:50:00,223.933253333,-1.484916667,20.428996667,5.653596667,16.957780000,34.278540000,10.508446667,23.465456667,25.277856667,12.157090000,16.560373333,21.821063333,21.052460000,15.771593333,-1.484916667
2018-06-14 21:45:00,231.384833333,-1.482603333,24.060543333,8.571083333,19.602966667,33.981803333,10.669073333,23.467000000,24.431910000,12.088426667,16.723746667,22.671800000,20.490823333,14.625656667,-1.482603333
2018-06-14 21:40:00,239.635176667,-1.480933333,24.029663333,8.608660000,19.155550000,33.935363333,10.635910000,23.435646667,26.306570000,14.091603333,18.598366667,23.613230000,21.741493333,15.483120000,-1.480933333
2018-06-14 21:35:00,234.312723333,-1.487726667,22.030796667,6.368003333,16.822213333,34.392253333,10.389706667,23.656556667,25.047780000,12.210773333,16.953976667,25.083313333,24.100556667,17.256793333,-1.487726667
2018-06-14 21:30:00,237.843610000,-1.484600000,22.738993333,8.338636667,19.227016667,34.617976667,10.737886667,23.914303333,24.890973333,12.093936667,16.378996667,25.115633333,23.147590000,16.641666667,-1.484600000
2018-06-14 21:25:00,249.713293333,-1.484673333,25.645710000,10.378980000,21.151920000,33.731176667,10.766330000,25.108196667,35.239556667,14.848356667,17.707083333,20.179836667,19.855840000,15.100306667,-1.484673333
2018-06-14 21:20:00,242.409060000,-1.488213333,24.562933333,10.328370000,20.567416667,32.352473333,10.816440000,24.737330000,32.884646667,12.128240000,15.991210000,20.963516667,20.913386667,16.163096667,-1.488213333
2018-06-14 21:15:00,254.467053333,-1.491070000,23.081553333,7.913226667,19.145716667,32.524876667,11.200676667,24.648436667,33.306050000,12.674173333,16.680680000,25.769290000,26.296086667,21.226286667,-1.491070000
2018-06-14 21:10:00,255.330873333,-1.490673333,26.383373333,11.623773333,21.631596667,32.613936667,11.146096667,24.708403333,33.127856667,12.876210000,16.841970000,22.586716667,23.730133333,18.060806667,-1.490673333
2018-06-14 21:05:00,232.760150000,-1.486470000,20.018590000,5.752626667,16.830343333,32.327166667,10.545833333,24.653243333,33.211786667,12.845333333,16.765783333,21.129230000,22.189680000,16.490533333,-1.486470000
2018-06-14 21:00:00,234.218943333,-1.487206667,21.127303333,7.387316667,17.518123333,32.263620000,10.624660000,24.581073333,32.824053333,12.312200000,16.059640000,21.864363333,21.601256667,16.055333333,-1.487206667
2018-06-14 20:55:00,237.122113333,-1.502620000,22.172010000,8.276706667,19.355990000,32.597013333,10.999963333,24.706996667,31.851603333,11.935206667,16.095350000,20.965473333,21.596473333,16.569326667,-1.502620000
2018-06-14 20:50:00,248.428540000,-1.528253333,22.349470000,8.151953333,19.645593333,33.428550000,11.669833333,24.969163333,33.446280000,13.860106667,17.384943333,22.782650000,22.866110000,17.873886667,-1.528253333
2018-06-14 20:45:00,280.767996667,-1.530380000,20.589313333,6.931673333,18.605803333,42.714830000,21.317180000,35.293883333,34.982800000,14.912376667,17.959963333,23.166206667,25.227473333,19.066493333,-1.530380000
2018-06-14 20:40:00,378.838386667,-1.533506667,45.881746667,39.702870000,48.613860000,45.132290000,24.160540000,38.726006667,35.075560000,15.636353333,18.715203333,22.759660000,25.648300000,18.785996667,-1.533506667
2018-06-14 20:35:00,401.424753333,-1.505596667,50.252620000,45.533933333,53.833900000,45.170780000,24.525376667,39.062916667,36.071643333,16.212383333,19.012986667,23.581810000,27.637923333,20.528480000,-1.505596667
2018-06-14 20:30:00,369.077493333,-1.315513333,45.078170000,39.858116667,48.415606667,43.288200000,21.957183333,37.543563333,35.744136667,15.041260000,18.193470000,22.316413333,23.416673333,18.224700000,-1.315513333
